candidate_id,rank,score,reasoning
CAND_0081846,1,1.446573,"Lead AI Engineer with 6.7 years of experience. Current claim: building hybrid search systems, dense/sparse retrieval layers, and configuring offline evaluation frameworks. top skills: Embeddings (95mo) + Information Retrieval (93mo). key: JD template match (1.50x) signals: YoE fit 1.00x | availability 1.35x | notice 1.15x | location 0.93x | GitHub 1.06x | career quality 1.15x | skill depth 1.15x | JD template 1.50x. friction: based in Jaipur, Rajasthan (not Pune/Noida)"
CAND_0059017,68,0.562167,"AI Research Engineer with 6.8 years of experience. Current claim: configuring tokenization strategies, building text preprocessing layers, and training custom transformer sequences. top skills: Sentence Transformers (49mo) + TensorFlow (41mo). key: availability (1.33x) signals: YoE fit 1.00x | availability 1.33x | notice 1.00x | location 0.93x | GitHub 1.15x | career quality 1.15x | skill depth 1.10x | JD template 1.00x. friction: 90-day notice"
CAND_0096104,69,0.556501,"AI Specialist with 7.0 years of experience. Current claim: researching statistical filtering layers and building offline mathematical engines for matrix factorization. key: availability (1.31x) signals: YoE fit 1.00x | availability 1.31x | notice 1.15x | location 1.08x | GitHub 1.15x | career quality 1.23x | skill depth 0.85x | JD template 1.00x. friction: based in Delhi, Delhi (not Pune/Noida)"
CAND_0046132,70,0.555977,AI Research Engineer with 4.3 years of experience. Current claim: researching statistical filtering layers and building offline mathematical engines for matrix factorization. top skills: Haystack (25mo). key: availability (1.46x) signals: YoE fit 0.80x | availability 1.46x | notice 1.15x | location 1.10x | GitHub 1.00x | career quality 1.20x | skill depth 1.00x | JD template 1.00x. friction: weaker experience fit (0.80x)
CAND_0066884,71,0.555865,AI Specialist with 5.5 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: LoRA (50mo) + scikit-learn (45mo). key: company pedigree (1.30x) signals: YoE fit 0.95x | availability 1.00x | notice 1.05x | location 1.10x | GitHub 1.15x | career quality 1.30x | skill depth 1.05x | JD template 1.00x. not marked open-to-work.
CAND_0040178,72,0.553082,ML Engineer with 5.0 years of experience. Current claim: implementing real-time streaming risk APIs and managing structured offline feature stores for fraud detection systems. top skills: OpenSearch (56mo) + Vector Search (36mo). key: availability (1.19x) signals: YoE fit 0.95x | availability 1.19x | notice 1.05x | location 1.10x | GitHub 1.00x | career quality 1.17x | skill depth 1.10x | JD template 1.00x. open to work.
CAND_0030550,73,0.552875,AI Research Engineer with 5.2 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: Semantic Search (50mo) + LLMs (23mo). key: company pedigree (1.30x) signals: YoE fit 0.95x | availability 1.19x | notice 0.85x | location 0.93x | GitHub 1.00x | career quality 1.30x | skill depth 1.05x | JD template 1.00x. friction: 120-day notice
CAND_0088378,74,0.551462,"AI Research Engineer with 6.0 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: Haystack (50mo) + Sentence Transformers (42mo). key: company pedigree (1.20x) signals: YoE fit 1.00x | availability 1.19x | notice 1.05x | location 0.93x | GitHub 1.15x | career quality 1.20x | skill depth 1.05x | JD template 1.00x. friction: based in Jaipur, Rajasthan (not Pune/Noida)"
CAND_0000666,75,0.550495,"Data Scientist with 6.5 years of experience. Current claim: optimizing business metric forecasting targets and tabular feature extraction flows using scikit-learn frameworks. top skills: PyTorch (51mo) + Deep Learning (39mo). key: availability (1.19x) signals: YoE fit 1.00x | availability 1.19x | notice 1.05x | location 0.93x | GitHub 1.12x | career quality 1.15x | skill depth 1.10x | JD template 1.00x. friction: based in Vizag, Andhra Pradesh (not Pune/Noida)"
CAND_0093763,76,0.541643,Senior Software Engineer (ML) with 5.0 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: TensorFlow (52mo) + Sentence Transformers (46mo). key: availability (1.46x) signals: YoE fit 0.95x | availability 1.46x | notice 1.00x | location 1.10x | GitHub 1.00x | career quality 1.15x | skill depth 1.10x | JD template 1.00x. friction: 90-day notice
CAND_0058146,77,0.540632,"AI Research Engineer with 5.1 years of experience. Current claim: optimizing business metric forecasting targets and tabular feature extraction flows using scikit-learn frameworks. top skills: LLMs (47mo) + Hugging Face Transformers (33mo). key: recruiter signal (1.16x) signals: YoE fit 0.95x | availability 1.01x | notice 1.05x | location 0.93x | GitHub 1.15x | career quality 1.04x | skill depth 1.10x | JD template 1.00x. friction: based in Ahmedabad, Gujarat (not Pune/Noida)"
CAND_0094728,78,0.539343,"AI Specialist with 6.5 years of experience. Current claim: configuring tokenization strategies, building text preprocessing layers, and training custom transformer sequences. top skills: BM25 (53mo) + RAG (36mo). key: company pedigree (1.24x) signals: YoE fit 1.00x | availability 1.00x | notice 1.15x | location 0.97x | GitHub 1.15x | career quality 1.24x | skill depth 1.05x | JD template 1.00x. friction: based in Chennai, Tamil Nadu (not Pune/Noida)"
CAND_0023458,79,0.536546,"AI Research Engineer with 5.0 years of experience. Current claim: optimizing business metric forecasting targets and tabular feature extraction flows using scikit-learn frameworks. top skills: BM25 (56mo) + Hugging Face Transformers (50mo). key: availability (1.22x) signals: YoE fit 0.95x | availability 1.22x | notice 1.05x | location 0.93x | GitHub 1.00x | career quality 1.20x | skill depth 1.10x | JD template 1.00x. friction: based in Chandigarh, Chandigarh (not Pune/Noida)"
CAND_0082489,80,0.535199,ML Engineer with 5.3 years of experience. Current claim: researching statistical filtering layers and building offline mathematical engines for matrix factorization. top skills: Weaviate (47mo) + LangChain (31mo). key: company pedigree (1.15x) signals: YoE fit 0.95x | availability 0.98x | notice 1.00x | location 1.10x | GitHub 1.15x | career quality 1.15x | skill depth 1.10x | JD template 1.00x. friction: 90-day notice
CAND_0076035,81,0.53289,AI Specialist with 7.0 years of experience. Current claim: optimizing business metric forecasting targets and tabular feature extraction flows using scikit-learn frameworks. top skills: PEFT (38mo). key: availability (1.22x) signals: YoE fit 1.00x | availability 1.22x | notice 1.00x | location 1.00x | GitHub 0.96x | career quality 1.21x | skill depth 1.00x | JD template 1.00x. friction: 90-day notice
CAND_0096131,82,0.53154,AI Specialist with 5.3 years of experience. Current claim: optimizing business metric forecasting targets and tabular feature extraction flows using scikit-learn frameworks. top skills: TensorFlow (52mo) + Weaviate (46mo). key: availability (1.35x) signals: YoE fit 0.95x | availability 1.35x | notice 1.00x | location 0.93x | GitHub 1.00x | career quality 1.19x | skill depth 1.05x | JD template 1.00x. friction: 90-day notice
CAND_0062707,83,0.530874,"Senior Software Engineer (ML) with 5.6 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: Elasticsearch (34mo) + Python (18mo). key: company pedigree (1.30x) signals: YoE fit 0.95x | availability 1.19x | notice 1.05x | location 0.93x | GitHub 1.00x | career quality 1.30x | skill depth 1.05x | JD template 1.00x. friction: based in Kolkata, West Bengal (not Pune/Noida)"
CAND_0037160,84,0.52651,"Data Scientist with 6.0 years of experience. Current claim: researching statistical filtering layers and building offline mathematical engines for matrix factorization. top skills: Weaviate (54mo) + Hugging Face Transformers (51mo). key: availability (1.29x) signals: YoE fit 1.00x | availability 1.29x | notice 1.15x | location 0.97x | GitHub 1.00x | career quality 1.20x | skill depth 1.10x | JD template 1.00x. friction: based in Mumbai, Maharashtra (not Pune/Noida)"
CAND_0022870,85,0.524054,"AI Specialist with 6.7 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: Qdrant (52mo) + Elasticsearch (28mo). key: availability (1.19x) signals: YoE fit 1.00x | availability 1.19x | notice 1.05x | location 0.93x | GitHub 1.06x | career quality 0.88x | skill depth 1.05x | JD template 1.00x. friction: based in Ahmedabad, Gujarat (not Pune/Noida)"
CAND_0041696,86,0.522805,"Senior Software Engineer (ML) with 6.2 years of experience. Current claim: optimizing business metric forecasting targets and tabular feature extraction flows using scikit-learn frameworks. top skills: LoRA (27mo) + Weaviate (27mo). key: availability (1.19x) signals: YoE fit 1.00x | availability 1.19x | notice 1.05x | location 0.97x | GitHub 1.00x | career quality 1.03x | skill depth 1.05x | JD template 1.00x. friction: based in Hyderabad, Telangana (not Pune/Noida)"
CAND_0035764,87,0.522277,Senior Software Engineer (ML) with 6.8 years of experience. Current claim: implementing real-time streaming risk APIs and managing structured offline feature stores for fraud detection systems. top skills: Recommendation Systems (57mo) + Sentence Transformers (38mo). key: availability (1.31x) signals: YoE fit 1.00x | availability 1.31x | notice 1.00x | location 0.93x | GitHub 1.00x | career quality 1.09x | skill depth 1.05x | JD template 1.00x. friction: 90-day notice
CAND_0074317,88,0.522129,AI Research Engineer with 4.2 years of experience. Current claim: implementing real-time streaming risk APIs and managing structured offline feature stores for fraud detection systems. top skills: Pinecone (59mo) + Milvus (27mo). key: availability (1.33x) signals: YoE fit 0.80x | availability 1.33x | notice 0.85x | location 1.08x | GitHub 1.06x | career quality 1.15x | skill depth 1.05x | JD template 1.00x. friction: 120-day notice
CAND_0015493,89,0.518272,"Data Scientist with 6.4 years of experience. Current claim: exclusively building computer vision models for image moderation using PyTorch with zero professional NLP or information retrieval experience. top skills: TensorFlow (54mo) + scikit-learn (37mo). key: availability (1.25x) signals: YoE fit 1.00x | availability 1.25x | notice 1.15x | location 0.93x | GitHub 1.15x | career quality 1.18x | skill depth 1.07x | JD template 1.00x. friction: based in Vizag, Andhra Pradesh (not Pune/Noida)"
CAND_0082086,90,0.51791,"Senior Software Engineer (ML) with 6.0 years of experience. Current claim: exclusively building computer vision models for image moderation using PyTorch with zero professional NLP or information retrieval experience. top skills: PyTorch (53mo) + FAISS (50mo). key: availability (1.39x) signals: YoE fit 1.00x | availability 1.39x | notice 1.05x | location 1.08x | GitHub 1.15x | career quality 1.15x | skill depth 1.05x | JD template 1.00x. friction: based in Delhi, Delhi (not Pune/Noida)"
CAND_0095031,91,0.516704,Computer Vision Engineer with 5.7 years of experience. Current claim: implementing real-time streaming risk APIs and managing structured offline feature stores for fraud detection systems. top skills: Hugging Face Transformers (53mo) + Information Retrieval (52mo). key: availability (1.38x) signals: YoE fit 0.95x | availability 1.38x | notice 1.00x | location 0.93x | GitHub 1.06x | career quality 1.30x | skill depth 1.10x | JD template 1.00x. friction: 90-day notice
CAND_0043125,92,0.516088,Senior Software Engineer (ML) with 5.3 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: Learning to Rank (50mo) + LLMs (47mo). key: availability (1.26x) signals: YoE fit 0.95x | availability 1.26x | notice 1.00x | location 0.93x | GitHub 1.00x | career quality 1.25x | skill depth 1.10x | JD template 1.00x. friction: 90-day notice
CAND_0086292,93,0.514262,AI Specialist with 6.2 years of experience. Current claim: optimizing business metric forecasting targets and tabular feature extraction flows using scikit-learn frameworks. top skills: pgvector (51mo) + Prompt Engineering (20mo). key: company pedigree (1.24x) signals: YoE fit 1.00x | availability 1.05x | notice 1.00x | location 1.10x | GitHub 1.15x | career quality 1.24x | skill depth 1.07x | JD template 1.00x. friction: 90-day notice
CAND_0093883,94,0.505176,"AI Research Engineer with 5.0 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: Embeddings (32mo) + Milvus (26mo). key: availability (1.31x) signals: YoE fit 0.95x | availability 1.31x | notice 1.05x | location 0.93x | GitHub 1.00x | career quality 1.06x | skill depth 1.10x | JD template 1.00x. friction: based in Bhubaneswar, Odisha (not Pune/Noida)"
CAND_0010283,95,0.504781,AI Specialist with 5.3 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: Prompt Engineering (46mo) + Vector Search (42mo). key: availability (1.25x) signals: YoE fit 0.95x | availability 1.25x | notice 0.85x | location 0.97x | GitHub 1.06x | career quality 0.95x | skill depth 1.05x | JD template 1.00x. friction: 120-day notice
CAND_0080051,96,0.503481,"Data Scientist with 5.2 years of experience. Current claim: implementing real-time streaming risk APIs and managing structured offline feature stores for fraud detection systems. top skills: NLP (59mo) + Information Retrieval (59mo). key: company pedigree (1.30x) signals: YoE fit 0.95x | availability 1.19x | notice 1.15x | location 0.93x | GitHub 1.06x | career quality 1.30x | skill depth 1.10x | JD template 1.00x. friction: based in Gurgaon, Haryana (not Pune/Noida)"
CAND_0065514,97,0.502956,"ML Engineer with 6.6 years of experience. Current claim: configuring tokenization strategies, building text preprocessing layers, and training custom transformer sequences. top skills: LangChain (40mo) + Elasticsearch (33mo). key: availability (1.31x) signals: YoE fit 1.00x | availability 1.31x | notice 1.00x | location 1.10x | GitHub 1.15x | career quality 1.09x | skill depth 1.10x | JD template 1.00x. friction: 90-day notice"
CAND_0071131,98,0.502822,"AI Specialist with 4.1 years of experience. Current claim: optimizing business metric forecasting targets and tabular feature extraction flows using scikit-learn frameworks. key: availability (1.46x) signals: YoE fit 0.80x | availability 1.46x | notice 1.05x | location 1.00x | GitHub 1.12x | career quality 0.99x | skill depth 0.85x | JD template 1.00x. friction: based in Bangalore, Karnataka (not Pune/Noida)"
CAND_0041594,99,0.500283,"Computer Vision Engineer with 4.3 years of experience. Current claim: training recursive time-series models and tree architectures for structural product demand forecasting operations. top skills: Fine-tuning LLMs (40mo) + Hugging Face Transformers (35mo). key: availability (1.26x) signals: YoE fit 0.80x | availability 1.26x | notice 1.15x | location 0.93x | GitHub 1.15x | career quality 1.20x | skill depth 1.05x | JD template 1.00x. friction: based in Gurgaon, Haryana (not Pune/Noida)"
CAND_0094292,100,0.498446,"AI Specialist with 6.5 years of experience. Current claim: configuring tokenization strategies, building text preprocessing layers, and training custom transformer sequences. top skills: NLP (32mo) + PyTorch (27mo). key: availability (1.31x) signals: YoE fit 1.00x | availability 1.31x | notice 1.05x | location 0.97x | GitHub 1.00x | career quality 1.25x | skill depth 1.05x | JD template 1.00x. friction: based in Mumbai, Maharashtra (not Pune/Noida)"
